text,label
"ร้านของเราจัดดีลพิเศษสำหรับ บัตรเครดิต สมัครวันนี้รับส่วนลดทันที",spam
"ยืนยันตัวตน e-KYC ด่วนผ่าน rebrand.ly/ekyc100227 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"พบการเข้าสู่ระบบผิดปกติใน พอร์ทัลลูกค้า โปรดกรอก OTP ที่ rebrand.ly/verify103271 ทันที",phishing
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure101972 ก่อนถูกระงับ",phishing
"งานเสริมออนไลน์ รายได้วันละ 1200 บาท โอนค่าสมัคร 499 บาท เริ่มงานทันที",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ rebrand.ly/secure100931 ก่อนถูกระงับ",phishing
"ยืนยันการชำระเงินสำเร็จ ยอด 1500 บาท เมื่อ 02/06/2026",legitimate
"ยืนยันการชำระเงินสำเร็จ ยอด 1200 บาท เมื่อ 18/05/2026",legitimate
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure100461 ก่อนถูกระงับ",phishing
"โปรโมชันแรง คูปองส่วนลด ลดสูงสุด 90% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ลงทุนวันนี้ รับผลตอบแทน 40% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"งานเสริมออนไลน์ รายได้วันละ 800 บาท โอนค่าสมัคร 499 บาท เริ่มงานทันที",scam
"ใบเสร็จค่าบริการ ประกัน ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 99 บาท",scam
"Flash Sale iPhone 16 จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ยืนยันตัวตน e-KYC ด่วนผ่าน rebrand.ly/ekyc103036 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"งานเสริมออนไลน์ รายได้วันละ 300 บาท โอนค่าสมัคร 19 บาท เริ่มงานทันที",scam
"คอร์สออนไลน์ใหม่ ลดราคา 50% สำหรับ 100 คนแรก",spam
"งานเสริมออนไลน์ รายได้วันละ 1200 บาท โอนค่าสมัคร 499 บาท เริ่มงานทันที",scam
"คำสั่งซื้อเลขที่ TH45012 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 299 บาท แล้วเริ่มงานได้ทันที",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure101473 ก่อนถูกระงับ",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"เรียนลูกค้า ttb กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ shorturl.at/kyc100623 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"สมาชิกใหม่รับเครดิตฟรี 1200 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"เรียนลูกค้า SCB กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ s.id/kyc104710 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ยืนยันการชำระเงินสำเร็จ ยอด 500 บาท เมื่อ 18/05/2026",legitimate
"Flash Sale ทองคำ 1 บาท จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ยืนยันการชำระเงินสำเร็จ ยอด 1500 บาท เมื่อ 10/06/2026",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ cutt.ly/secure100862 ก่อนถูกระงับ",phishing
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน tinyurl.com/pin103662 ภายในวันนี้",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 19 บาท",scam
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 800 บาท",spam
"ลงทุนวันนี้ รับผลตอบแทน 70% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 25/05/2026 เวลา 13:00 น.",legitimate
"บัญชี กรุงศรี ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth102633 ภายใน 24 ชม.",phishing
"สมาชิกใหม่รับเครดิตฟรี 100 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"ยืนยันตัวตน e-KYC ด่วนผ่าน cutt.ly/ekyc101405 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ แพ็กเกจมือถือ ภายใน 7 วัน",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure103207 ก่อนถูกระงับ",phishing
"ใบเสร็จค่าบริการ แพ็กเกจมือถือ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"โปรโมชันแรง โบนัสเงินสด ลดสูงสุด 30% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 49 บาท",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure104392 ก่อนถูกระงับ",phishing
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"โปรโมชันแรง แพ็กเกจท่องเที่ยว ลดสูงสุด 50% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"บัญชี SCB ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth100639 ภายใน 24 ชม.",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ อินเทอร์เน็ต สมัครวันนี้รับส่วนลดทันที",spam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 50,000 บาท กรุณาโอนค่าดำเนินการ 99 บาทก่อน",scam
"ยืนยันการชำระเงินสำเร็จ ยอด 1200 บาท เมื่อ 25/05/2026",legitimate
"ใบเสร็จค่าบริการ ค่าน้ำไฟ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"พัสดุจาก DHL ตกค้าง ชำระค่าธรรมเนียม 199 บาทที่ rebrand.ly/pay100572",scam
"แจ้งเตือนจาก SCB: หากไม่ยืนยันข้อมูลส่วนตัวใน 15 นาที บัญชีจะถูกล็อก tinyurl.com/k104576",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 30,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ร้านของเราจัดดีลพิเศษสำหรับ บัตรเครดิต สมัครวันนี้รับส่วนลดทันที",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 199 บาท แล้วเริ่มงานได้ทันที",scam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 19 บาท แล้วเริ่มงานได้ทันที",scam
"คำสั่งซื้อเลขที่ TH10231 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม A",legitimate
"งานเสริมออนไลน์ รายได้วันละ 300 บาท โอนค่าสมัคร 19 บาท เริ่มงานทันที",scam
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 49 บาทที่ tinyurl.com/pay104439",scam
"ยืนยันตัวตน e-KYC ด่วนผ่าน shorturl.at/ekyc103292 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"บัญชี กรุงศรี ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน cutt.ly/auth102081 ภายใน 48 ชม.",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ แพ็กเกจมือถือ ภายใน 7 วัน",legitimate
"คุณได้รับสิทธิ์เงินช่วยเหลือ 30,000 บาท กรุณาโอนค่าดำเนินการ 19 บาทก่อน",scam
"พบการเข้าสู่ระบบผิดปกติใน แอปธนาคาร โปรดกรอก OTP ที่ shorturl.at/verify101011 ทันที",phishing
"ลงทุนวันนี้ รับผลตอบแทน 10% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"แจ้งเตือนจาก SCB: หากไม่ยืนยันข้อมูลส่วนตัวใน 30 นาที บัญชีจะถูกล็อก tinyurl.com/k104735",phishing
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ rebrand.ly/pay101924",scam
"คำสั่งซื้อเลขที่ TH66209 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 800 บาท",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"Flash Sale โบนัสเงินสด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"แจ้งเตือนจาก ออมสิน: หากไม่ยืนยันข้อมูลส่วนตัวใน 15 นาที บัญชีจะถูกล็อก cutt.ly/k103540",phishing
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 49 บาทที่ shorturl.at/pay101113",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 300 บาท",spam
"คำสั่งซื้อเลขที่ TH30977 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"ร้านของเราจัดดีลพิเศษสำหรับ บัตรเครดิต สมัครวันนี้รับส่วนลดทันที",spam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 25/05/2026 เวลา 19:00 น.",legitimate
"โปรโมชันแรง โบนัสเงินสด ลดสูงสุด 90% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"งานเสริมออนไลน์ รายได้วันละ 1200 บาท โอนค่าสมัคร 199 บาท เริ่มงานทันที",scam
"ลงทุนวันนี้ รับผลตอบแทน 20% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"เรียนลูกค้า SCB กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ tinyurl.com/kyc102380 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 299 บาท",scam
"อนุมัติสินเชื่อด่วนวงเงิน 30,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 199 บาท แล้วเริ่มงานได้ทันที",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 120,000 บาท กรุณาโอนค่าดำเนินการ 199 บาทก่อน",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1500 บาท",spam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure101967 ก่อนถูกระงับ",phishing
"ระบบจะปิดปรับปรุงวันที่ 12/05/2026 เวลา 15:30 - 17:00 น.",legitimate
"ใบเสร็จค่าบริการ อินเทอร์เน็ต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"ใบเสร็จค่าบริการ แพ็กเกจมือถือ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"งานเสริมออนไลน์ รายได้วันละ 1500 บาท โอนค่าสมัคร 49 บาท เริ่มงานทันที",scam
"ยืนยันการชำระเงินสำเร็จ ยอด 300 บาท เมื่อ 10/06/2026",legitimate
"เรียนลูกค้า KBank กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ rebrand.ly/kyc102639 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ยืนยันการชำระเงินสำเร็จ ยอด 1500 บาท เมื่อ 12/05/2026",legitimate
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 499 บาทที่ s.id/pay101378",scam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 49 บาท",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"Flash Sale คูปองส่วนลด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน shorturl.at/pin100586 ภายในวันนี้",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 49 บาท",scam
"แจ้งเตือนจาก ออมสิน: หากไม่ยืนยันข้อมูลส่วนตัวใน 10 นาที บัญชีจะถูกล็อก bit.ly/k100153",phishing
"นัดหมายตรวจสุขภาพประจำปี วันที่ 02/06/2026 เวลา 09:00 น.",legitimate
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน cutt.ly/pin103484 ภายในวันนี้",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน tinyurl.com/pin103903 ภายในวันนี้",phishing
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 100 บาท",spam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"แจ้งเตือนจาก SCB: หากไม่ยืนยันข้อมูลส่วนตัวใน 45 นาที บัญชีจะถูกล็อก cutt.ly/k103646",phishing
"บัญชี ttb ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth103559 ภายใน 4 ชม.",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ อินเทอร์เน็ต สมัครวันนี้รับส่วนลดทันที",spam
"แจ้งเตือนจาก ttb: หากไม่ยืนยันข้อมูลส่วนตัวใน 30 นาที บัญชีจะถูกล็อก shorturl.at/k104890",phishing
"คอร์สออนไลน์ใหม่ ลดราคา 30% สำหรับ 100 คนแรก",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 500 บาท",spam
"แจ้งเตือนต่ออายุแพ็กเกจ แพ็กเกจมือถือ ภายใน 7 วัน",legitimate
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน s.id/pin102283 ภายในวันนี้",phishing
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure104893 ก่อนถูกระงับ",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม D",legitimate
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 13:00 น. ห้องประชุม E",legitimate
"สมาชิกใหม่รับเครดิตฟรี 100 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 199 บาท แล้วเริ่มงานได้ทันที",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1500 บาท",spam
"ยืนยันการชำระเงินสำเร็จ ยอด 100 บาท เมื่อ 18/05/2026",legitimate
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"งานเสริมออนไลน์ รายได้วันละ 800 บาท โอนค่าสมัคร 199 บาท เริ่มงานทันที",scam
"โปรโมชันแรง ทองคำ 1 บาท ลดสูงสุด 20% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"คอร์สออนไลน์ใหม่ ลดราคา 40% สำหรับ 100 คนแรก",spam
"คำสั่งซื้อเลขที่ TH10231 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"บัญชี ออมสิน ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน bit.ly/auth101104 ภายใน 12 ชม.",phishing
"ยืนยันการชำระเงินสำเร็จ ยอด 800 บาท เมื่อ 10/06/2026",legitimate
"ยืนยันการชำระเงินสำเร็จ ยอด 500 บาท เมื่อ 02/06/2026",legitimate
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 13:00 น. ห้องประชุม D",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ bit.ly/secure102772 ก่อนถูกระงับ",phishing
"คอร์สออนไลน์ใหม่ ลดราคา 30% สำหรับ 100 คนแรก",spam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 299 บาท แล้วเริ่มงานได้ทันที",scam
"โปรโมชันแรง เครื่องใช้ไฟฟ้า ลดสูงสุด 30% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure104553 ก่อนถูกระงับ",phishing
"Flash Sale แพ็กเกจท่องเที่ยว จำนวนจำกัด รีบสั่งก่อนหมด",spam
"บัญชี กรุงศรี ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth104192 ภายใน 2 ชม.",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"งานเสริมออนไลน์ รายได้วันละ 300 บาท โอนค่าสมัคร 199 บาท เริ่มงานทันที",scam
"ยืนยันตัวตน e-KYC ด่วนผ่าน rebrand.ly/ekyc102119 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"บัญชี กรุงเทพ ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน tinyurl.com/auth101567 ภายใน 2 ชม.",phishing
"ยืนยันตัวตน e-KYC ด่วนผ่าน bit.ly/ekyc102398 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ ประกัน ภายใน 7 วัน",legitimate
"ใบเสร็จค่าบริการ อินเทอร์เน็ต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"Flash Sale คูปองส่วนลด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"แจ้งเตือนต่ออายุแพ็กเกจ ประกัน ภายใน 7 วัน",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ s.id/secure102868 ก่อนถูกระงับ",phishing
"นัดหมายตรวจสุขภาพประจำปี วันที่ 12/05/2026 เวลา 08:30 น.",legitimate
"งานเสริมออนไลน์ รายได้วันละ 1500 บาท โอนค่าสมัคร 99 บาท เริ่มงานทันที",scam
"โปรโมชันแรง คูปองส่วนลด ลดสูงสุด 10% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"สมาชิกใหม่รับเครดิตฟรี 1500 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ร้านของเราจัดดีลพิเศษสำหรับ ค่าน้ำไฟ สมัครวันนี้รับส่วนลดทันที",spam
"เรียนลูกค้า ออมสิน กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ rebrand.ly/kyc100724 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ใบเสร็จค่าบริการ ประกัน ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"อนุมัติสินเชื่อด่วนวงเงิน 120,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"บัญชี กรุงศรี ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth104813 ภายใน 4 ชม.",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"พัสดุจาก Kerry ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ bit.ly/pay104033",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ bit.ly/secure104325 ก่อนถูกระงับ",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ อินเทอร์เน็ต สมัครวันนี้รับส่วนลดทันที",spam
"โปรโมชันแรง ทองคำ 1 บาท ลดสูงสุด 30% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"ร้านของเราจัดดีลพิเศษสำหรับ บัตรเครดิต สมัครวันนี้รับส่วนลดทันที",spam
"แจ้งเตือนต่ออายุแพ็กเกจ อินเทอร์เน็ต ภายใน 7 วัน",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ cutt.ly/secure104524 ก่อนถูกระงับ",phishing
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 300 บาท",spam
"คอร์สออนไลน์ใหม่ ลดราคา 30% สำหรับ 100 คนแรก",spam
"แจ้งเตือนจาก ออมสิน: หากไม่ยืนยันข้อมูลส่วนตัวใน 20 นาที บัญชีจะถูกล็อก bit.ly/k101390",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 80,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 199 บาท",scam
"คำสั่งซื้อเลขที่ TH45012 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ระบบจะปิดปรับปรุงวันที่ 18/05/2026 เวลา 08:30 - 14:30 น.",legitimate
"ร้านของเราจัดดีลพิเศษสำหรับ บัตรเครดิต สมัครวันนี้รับส่วนลดทันที",spam
"ใบเสร็จค่าบริการ ประกัน ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"พัสดุจาก Kerry ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ tinyurl.com/pay101266",scam
"ระบบจะปิดปรับปรุงวันที่ 10/06/2026 เวลา 08:30 - 14:30 น.",legitimate
"ลงทุนวันนี้ รับผลตอบแทน 40% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 13:00 น. ห้องประชุม C",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1500 บาท",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1500 บาท",spam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 99 บาท แล้วเริ่มงานได้ทันที",scam
"แจ้งเตือนต่ออายุแพ็กเกจ ค่าน้ำไฟ ภายใน 7 วัน",legitimate
"สมาชิกใหม่รับเครดิตฟรี 100 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 199 บาท",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 120,000 บาท กรุณาโอนค่าดำเนินการ 99 บาทก่อน",scam
"ระบบจะปิดปรับปรุงวันที่ 02/06/2026 เวลา 10:30 - 17:00 น.",legitimate
"พบการเข้าสู่ระบบผิดปกติใน Mobile Banking โปรดกรอก OTP ที่ cutt.ly/verify100477 ทันที",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 30,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 99 บาทที่ bit.ly/pay103267",scam
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"ใบเสร็จค่าบริการ ค่าน้ำไฟ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ bit.ly/secure104089 ก่อนถูกระงับ",phishing
"ระบบจะปิดปรับปรุงวันที่ 02/06/2026 เวลา 15:30 - 17:00 น.",legitimate
"สมาชิกใหม่รับเครดิตฟรี 100 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"พัสดุจาก Kerry ตกค้าง ชำระค่าธรรมเนียม 299 บาทที่ tinyurl.com/pay100755",scam
"งานเสริมออนไลน์ รายได้วันละ 1500 บาท โอนค่าสมัคร 19 บาท เริ่มงานทันที",scam
"บัญชี Krungthai ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth103409 ภายใน 24 ชม.",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"Flash Sale เครื่องใช้ไฟฟ้า จำนวนจำกัด รีบสั่งก่อนหมด",spam
"เรียนลูกค้า KBank กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ shorturl.at/kyc100520 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน cutt.ly/pin100707 ภายในวันนี้",phishing
"พัสดุจาก DHL ตกค้าง ชำระค่าธรรมเนียม 499 บาทที่ rebrand.ly/pay100056",scam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม E",legitimate
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"คอร์สออนไลน์ใหม่ ลดราคา 70% สำหรับ 100 คนแรก",spam
"อนุมัติสินเชื่อด่วนวงเงิน 80,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน tinyurl.com/pin103039 ภายในวันนี้",phishing
